LON,LAT,POSTCODE,fibra_disp
-48.0270168,-16.030419,72507-502,nao
-48.0167839,-16.0207944,72536-140,nao
-48.0289594,-16.0409332,72502-505,nao
-48.0149126,-16.0187035,72535-150,nao
-47.9849705,-16.0125148,72549-430,nao
-48.0190189,-16.0207439,72510-416,nao
-48.0012066,-16.0064361,72544-200,nao
-48.0284715,-16.0243584,72507-223,nao
-48.0312639,-16.0333115,72504-411,nao
-47.9850728,-16.0171731,72548-806,nao
-47.9880645,-16.0122635,72548-704,nao
-48.0324652,-16.0365528,72503-504,nao
-48.0330385,-16.0305938,72505-222,nao
-47.9961671,-16.0093348,72545-303,nao
-48.0263758,-16.0328656,72504-243,nao
-48.0065592,-16.0127914,72542-502,nao
-47.9932862,-16.012149,72546-245,nao
-48.0356317,-16.0377921,72503-403,nao
-48.0337439,-16.0361767,72503-222,nao
-48.0264316,-16.0410766,72502-603,nao
-47.9958903,-16.0063801,72546-502,nao
-48.0249309,-16.0305991,72507-244,nao
-48.0184274,-16.0406161,72550-027,nao
-48.0231903,-16.0258426,72508-508,nao
-48.0210049,-16.0351821,72550-057,nao
-48.0042807,-16.0127464,72542-513,nao
-47.991344,-16.0136696,72547-702,nao
-48.0100329,-16.0125913,72511-155,nao
-48.008468,-16.0178732,72537-000,nao
-47.9855757,-16.0079278,72549-355,nao
-48.0338276,-16.0386822,72502-224,nao
-47.9933699,-16.001293,72547-409,nao
-48.0206308,-16.024677,72509-509,nao
-48.0197566,-16.0217114,72510-402,nao
-47.9856092,-16.0057047,72549-310,nao
-47.9847785,-16.01675,72548-814,nao
-47.9935664,-16.0088101,72546-614,nao
-48.0243537,-16.0253278,72508-300,nao
-47.9931299,-16.013525,72546-705,nao
-48.0246587,-16.0266233,72508-507,nao
-48.0046409,-16.0081379,72543-200,nao
-47.9903805,-16.0007435,72548-407,nao
-48.0241855,-16.0371729,72503-711,nao
-48.036953,-16.0471846,72500-414,nao
-48.0086512,-16.0112451,72511-152,nao
-48.0315876,-16.0407316,72502-409,nao
-48.0242223,-16.0217439,72509-221,nao
-47.9951508,-16.0034287,72546-407,nao
-47.9976902,-16.008,72545-407,nao
-47.9930203,-16.0022073,72547-406,nao
-48.0275722,-16.0429839,72501-232,nao
-47.9911727,-16.00108,72547-424,nao
-48.0259166,-16.0386106,72502-623,nao
-48.0211038,-16.0332358,72550-050,nao
-47.9942218,-16.0111847,72546-232,nao
-47.9892797,-16.0023002,72548-410,nao
-48.0372871,-16.0379303,72503-408,nao
-47.9944342,-16.0070944,72546-509,nao
-48.0230107,-16.0280852,72508-231,nao
-48.0268305,-16.0296098,72507-508,nao
-47.9854412,-16.0110494,72549-405,nao
-48.0194804,-16.026904,72509-243,nao
-47.9920121,-16.0010322,72547-421,nao
-48.0307141,-16.0481278,72500-101,nao
-47.9923775,-16.0138194,72546-712,nao
-48.0193657,-16.0385401,72550-083,nao
-48.0198061,-16.0196217,72510-412,nao
-48.0334501,-16.0421178,72501-223,nao
-47.9973094,-16.0108072,72545-507,nao
-47.9917876,-16.002507,72547-419,nao
-48.0273759,-16.0298952,72507-504,nao
-47.9941033,-16.0093039,72546-613,nao
-48.0287833,-16.0378565,72503-603,nao
-47.9930091,-16.0037773,72547-402,nao
-48.0257522,-16.0401158,72502-611,nao
-48.0041307,-16.0140881,72542-505,nao
-48.0212313,-16.0222254,72509-412,nao
-48.0201049,-16.0233101,72509-514,nao
-48.0114836,-16.0145316,72511-220,nao
-48.004413,-16.0133405,72542-507,nao
-48.019479,-16.0347803,72550-060,nao
-48.0336177,-16.0438772,72501-221,nao
-48.0291181,-16.0320825,72504-520,nao
-48.0248666,-16.0363458,72503-713,nao
-48.0304044,-16.0375171,72503-611,nao
-48.0279847,-16.0463655,72500-126,nao
-48.0277043,-16.0247698,72507-407,nao
-47.9933554,-16.0031303,72547-403,nao
-48.0394171,-16.0449796,72500-425,nao
-48.0241171,-16.0205633,72509-202,nao
-47.9932693,-16.0075822,72546-514,nao
-47.9975692,-16.0052697,72545-205,nao
-48.0160752,-16.0188455,72536-170,nao
-48.0301619,-16.0440663,72501-509,nao
-47.9913578,-16.0169855,72546-814,nao
-48.0228946,-16.0236712,72509-404,nao
-48.0138118,-16.0175832,72535-200,nao
-48.0319204,-16.0351507,72504-404,nao
-48.0161678,-16.0195525,72536-190,nao
-48.0335345,-16.039675,72502-223,nao
-48.0245595,-16.0374315,72503-706,nao
-47.9934582,-16.0010757,72547-410,nao
-48.0294714,-16.0242777,72507-206,nao
-48.0336248,-16.0300879,72505-205,nao
-48.0336039,-16.0347656,72504-221,nao
-48.0197581,-16.0246404,72509-511,nao
-47.9949369,-16.0045492,72546-207,nao
-47.997129,-16.0051769,72545-206,nao
-47.9943382,-16.0093472,72546-609,nao
-48.0187449,-16.0202417,72510-415,nao
-48.0192559,-16.0202199,72510-414,nao
-48.0359738,-16.037458,72503-406,nao
-48.0182275,-16.0195753,72535-010,nao
-48.1192125,-15.8286251,72236-800,nao
-48.2348604,-15.6690744,72720-660,nao
-48.0213334,-16.0187581,72510-203,nao
-48.0166,-16.0245835,72510-240,nao
-48.0315786,-16.0266301,72506-204,nao
-48.0016865,-16.0062021,72544-202,nao
-48.0345031,-16.0378468,72503-202,nao
-48.0337211,-16.0286401,72505-104,nao
-48.0256607,-16.0268718,72507-522,nao
-48.0165513,-16.024935,72510-244,nao
-48.0275274,-16.0390607,72502-234,nao
-47.9930312,-16.002954,72547-404,nao
-47.9948005,-16.0053501,72546-225,nao
-48.0268738,-16.0389074,72502-244,nao
-48.0156565,-16.0242167,72510-246,nao
-48.0291474,-16.0250062,72507-222,nao
-47.999292,-16.0138688,72543-243,nao
-48.0286411,-16.0316904,72504-521,nao
-48.0133187,-16.0176688,72535-510,nao
-48.0210575,-16.0194113,72510-220,nao
-48.0346599,-16.0397268,72502-207,nao
-48.0270249,-16.0225733,72508-203,nao
-47.9882981,-16.0136894,72548-702,nao
-47.9886219,-16.0035902,72548-200,nao
-48.0277444,-16.0266374,72507-405,nao
-47.9950467,-16.0020681,72546-414,nao
-47.9953442,-16.009886,72546-604,nao
-48.0262146,-16.026167,72507-412,nao
-47.9967375,-16.0091329,72545-516,nao
-47.9946151,-16.0047574,72546-200,nao
-48.0194644,-16.0257979,72509-236,nao
-48.0255222,-16.0342988,72504-120,nao
-48.0256998,-16.0297083,72507-506,nao
-48.026747,-16.0271846,72507-520,nao
-48.035702,-16.0366859,72503-413,nao
-48.0268946,-16.0274873,72507-519,nao
-48.0374977,-16.0368753,72503-320,nao
-48.0263861,-16.0334884,72504-242,nao
-48.027943,-16.0443168,72501-231,nao
-48.0206422,-16.0259649,72509-505,nao
-48.021391,-16.0236475,72509-300,nao
-48.0244928,-16.0360273,72503-715,nao
-48.0332384,-16.0291842,72505-207,nao
-48.0275286,-16.0413336,72502-231,nao
-48.034557,-16.0443704,72501-202,nao
-48.0345019,-16.04079,72502-204,nao
-48.0221142,-16.0272941,72508-232,nao
-48.0033387,-16.0151173,72542-250,nao
-47.9958228,-16.0110419,72545-230,nao
-48.0331965,-16.0316691,72505-221,nao
-48.0267856,-16.0225542,72508-200,nao
-48.0376648,-16.0354585,72503-421,nao
-47.99387,-16.0017758,72547-407,nao
-47.9901914,-16.0181382,72547-803,nao
-48.0336115,-16.037574,72503-221,nao
-47.9884518,-16.0031434,72548-211,nao
-48.0247518,-16.0403197,72502-613,nao
-47.9960299,-16.0036894,72546-402,nao
-48.0253074,-16.0397319,72502-612,nao
-47.9943628,-16.0035508,72546-409,nao
-48.0320236,-16.0478384,72500-102,nao
-48.0237294,-16.039731,72502-616,nao
-47.9961145,-16.0070446,72546-503,nao
-47.992237,-16.0041914,72547-204,nao
-47.9931924,-16.0111487,72546-236,nao
-48.0166532,-16.0159739,72535-000,nao
-48.0178151,-16.0215769,72510-516,nao
-48.0048619,-16.0112349,72542-414,nao
-47.998429,-16.0125352,72545-231,nao
-48.0067676,-16.0118948,72542-406,nao
-48.0245298,-16.0301716,72507-245,nao
-48.0296904,-16.0318519,72504-501,nao
-47.9905714,-16.0174784,72547-801,nao
-48.0257039,-16.0316302,72507-241,nao
-48.0269279,-16.0412814,72502-241,nao
-48.0121183,-16.0200901,72537-510,nao
-48.0277694,-16.0481519,72500-122,nao
-48.0145434,-16.0162123,72535-130,nao
-47.9974966,-16.0042647,72545-104,nao
-48.0076314,-16.0115071,72542-401,nao
-48.0263613,-16.0393598,72502-617,nao
-48.0049424,-16.01333,72542-508,nao
-48.0374056,-16.0362542,72503-419,nao
-47.9938389,-16.0051649,72546-228,nao
-47.8443036,-15.6389097,73093-901,sim
-48.0053885,-16.0102963,72542-411,nao
-48.0271652,-16.0328649,72504-232,nao
-48.0061761,-16.0138517,72542-242,nao
-48.0242632,-16.029946,72507-246,nao
-48.0023034,-16.007552,72544-221,nao
-47.9969905,-16.0075165,72545-408,nao
-48.0167709,-16.0232648,72510-510,nao
-48.0130697,-16.0210779,72536-540,nao
-48.0240356,-16.0408763,72502-607,nao
-48.0337741,-16.0304607,72505-204,nao
-48.0193581,-16.0227592,72510-508,nao
-48.0366129,-16.0418301,72501-104,nao
-47.9920448,-16.0195534,72546-800,nao
-48.028302,-16.0403911,72502-501,nao
-48.0060938,-16.0124576,72542-503,nao
-48.0191736,-16.0411421,72550-026,nao
-48.0349771,-16.0443644,72501-201,nao
-48.0030176,-16.0148631,72542-251,nao
-48.0466278,-16.048488,72491-090,nao
-47.996823,-16.0119117,72545-233,nao
-48.0128487,-16.0158644,72535-520,nao
-48.0190556,-16.0266252,72509-244,nao
-48.0335869,-16.0275433,72506-101,nao
-47.9958378,-16.0048947,72546-206,nao
-48.0237229,-16.0356217,72503-719,nao
-48.0269334,-16.0402885,72502-242,nao
-47.9946208,-16.0038103,72546-410,nao
-48.0304467,-16.025289,72507-202,nao
-48.0230567,-16.0335147,72550-001,nao
-47.9981363,-16.0079602,72545-406,nao
-47.9958251,-16.0020593,72546-408,nao
-48.022115,-16.0205472,72509-228,nao
-48.0317478,-16.0306854,72505-400,nao
-48.0202692,-16.0272638,72509-242,nao
-48.0193029,-16.0229965,72510-507,nao
-48.0863787,-15.8048722,72130-555,nao
-48.0267402,-16.0361164,72503-246,nao
-48.0060924,-16.009684,72542-229,nao
-48.0347647,-16.0423602,72501-207,nao
-47.990407,-16.0029098,72548-201,nao
-47.9927392,-16.0120311,72546-247,nao
-47.9974742,-16.0059681,72545-224,nao
-48.0239096,-16.0212796,72509-220,nao
-47.9962713,-16.0129543,72545-246,nao
-48.0347913,-16.0407859,72502-203,nao
-47.9969394,-16.0066232,72545-226,nao
-47.9861481,-16.0107312,72548-247,nao
-47.9921641,-16.0148853,72546-713,nao
-48.0259783,-16.0218942,72508-206,nao
-48.032383,-16.0294694,72505-224,nao
-47.9885687,-16.0111815,72548-241,nao
-48.031763,-16.028326,72506-221,nao
-47.9903449,-16.00322,72548-202,nao
-47.9927527,-16.0021019,72547-400,nao
-48.0052606,-16.014754,72542-244,nao
-48.027018,-16.0298423,72507-503,nao
-48.0312888,-16.0274708,72506-222,nao
-48.0313331,-16.0263176,72506-205,nao
-48.029559,-16.0284095,72506-400,nao
-48.0349761,-16.0434976,72501-205,nao
-48.0167404,-16.0240992,72510-230,nao
-48.0199141,-16.0187498,72510-227,nao
-48.0176103,-16.0227422,72510-513,nao
-47.9988465,-16.0094809,72545-301,nao
-48.0300933,-16.0336584,72504-509,nao
-47.9981642,-16.0048903,72545-102,nao
-48.0308159,-16.0257127,72506-207,nao
-47.9982871,-16.0132823,72545-241,nao
-48.0241735,-16.0390875,72502-621,nao
-48.0249896,-16.0349614,72504-121,nao
-48.0259167,-16.0409417,72502-604,nao
-48.0374844,-16.0402787,72502-103,nao
-48.0333884,-16.0294758,72505-206,nao
-48.0386751,-16.0463429,72500-416,nao
-48.1037739,-15.8165578,72210-500,sim
-47.9385631,-15.8025207,70658-700,nao
-48.021025,-16.0185541,72510-204,nao
-48.0269589,-16.0399681,72502-240,nao
-48.0345926,-16.0326599,72504-209,nao
-48.012544,-16.0185898,72537-530,nao
-48.0285599,-16.0236411,72507-208,nao
-48.0252544,-16.0309991,72507-243,nao
-48.0277499,-16.0361746,72503-232,nao
-48.0336191,-16.0409786,72502-221,nao
-48.0049006,-16.0081651,72543-203,nao
-48.0307062,-16.0431617,72501-300,nao
-48.0383953,-16.041938,72500-429,nao
-48.0241181,-16.0377298,72503-707,nao
-47.8023333,-15.645657,73006-120,sim
-47.9935298,-16.0113616,72546-235,nao
-48.0229791,-16.0207653,72509-223,nao
-48.0152514,-16.0192086,72536-530,nao
-47.9899236,-16.0031396,72548-204,nao
-48.0050579,-16.0127086,72542-301,nao
-48.0228153,-16.0209961,72509-224,nao
-48.0313786,-16.0255582,72506-104,nao
-47.9903317,-15.999005,72548-100,nao
-47.9865607,-16.0108078,72548-246,nao
-47.9880029,-16.0181059,72547-830,nao
-48.108957,-15.8317069,72220-220,nao
-48.1212999,-15.8415517,72235-605,nao
-48.0345042,-16.0382622,72503-201,nao
-47.9881377,-16.0111014,72548-242,nao
-48.0006301,-16.0054354,72544-205,nao
-47.9964024,-16.0056589,72546-221,nao
-47.996111,-16.0116959,72545-235,nao
-48.0147165,-16.0199724,72536-520,nao
-47.9878631,-16.0110502,72548-243,nao
-48.0269496,-16.0368489,72503-240,nao
-48.0256312,-16.0367226,72503-700,nao
-48.0255588,-16.0302887,72507-230,nao
-48.0195699,-16.0259612,72509-230,nao
-48.02762,-16.0350236,72504-231,nao
-47.9874366,-16.0106996,72548-240,nao
-48.0219848,-16.0284708,72508-245,nao
-48.024538,-16.0284216,72507-521,nao
-48.0374837,-16.039159,72502-104,nao
-47.9880067,-16.0025288,72548-210,nao
-48.0356162,-16.0431851,72501-102,nao
-48.0372202,-16.0293302,72505-103,nao
-48.0281666,-16.0233683,72507-209,nao
-48.0325129,-16.0337211,72504-400,nao
-47.9936472,-16.0035549,72547-401,nao
-48.0185099,-16.0248265,72510-231,nao
-48.0200993,-16.0188719,72510-226,nao
-47.9898981,-16.0035267,72548-206,nao
-47.9964675,-16.011804,72545-234,nao
-48.0024433,-16.014596,72542-253,nao
-48.0953721,-15.835193,72215-555,nao
-48.0166284,-16.0213263,72536-110,nao
-48.0302669,-16.0247108,72507-203,nao
-48.0260549,-16.0306825,72507-231,nao
-48.0345741,-16.0320104,72504-212,nao
-48.0328423,-16.0264939,72506-103,nao
-48.0161338,-16.0245333,72510-245,nao
-48.0065945,-16.0099565,72542-228,nao
-48.0345562,-16.0438196,72501-204,nao
-47.9879941,-16.0030556,72548-213,nao
-48.095589,-15.8347935,72215-556,nao
-48.0250201,-16.0388555,72502-320,nao
-48.0257412,-16.0324308,72504-246,nao
-47.9958702,-16.0087191,72546-302,nao
-47.9959691,-16.0082344,72546-301,nao
-48.0205268,-16.0264931,72509-233,nao
-47.9919928,-16.0042722,72547-200,nao
-48.0209878,-16.027735,72508-248,nao
-47.9987749,-16.0134783,72543-244,nao
-48.0272995,-16.0312183,72504-303,nao
-47.9948813,-16.0114563,72546-231,nao
-48.0052156,-16.0083588,72543-202,nao
-48.0358781,-16.0396231,72502-101,nao
-47.9939697,-16.0042052,72546-210,nao
-48.0024267,-16.0066732,72544-201,nao
-47.9992218,-16.0128551,72543-238,nao
-48.0188267,-16.0253725,72509-238,nao
-48.0097779,-16.0142212,72537-560,nao
-48.003338,-16.0071773,72543-206,nao
-48.0342072,-16.0329074,72504-200,nao
-47.654084,-15.626036,73320-010,nao
-48.0345141,-16.0350429,72504-202,nao
-48.0345003,-16.0344828,72504-204,nao
-48.0348764,-16.0319748,72504-211,nao
-48.0265807,-16.023397,72508-221,nao
-48.0178181,-16.0243652,72510-235,nao
-48.0213238,-16.019052,72510-200,nao
-48.0290141,-16.0241235,72507-200,nao
-48.0306754,-16.0410921,72502-300,nao
-48.0304314,-16.033903,72504-508,nao
-47.7938082,-15.651924,73010-702,nao
-47.9902185,-16.0035878,72548-205,nao
-48.1218975,-15.8419867,72235-609,nao
-47.9957618,-16.0055354,72546-223,nao
-48.0017973,-16.0140012,72543-233,nao
-48.0026366,-16.0147226,72542-252,nao
-47.9899857,-16.002829,72548-203,nao
-48.0277486,-16.0419574,72501-233,nao
-47.997998,-16.00536,72545-204,nao
-48.0060086,-16.008836,72542-205,nao
-48.0261454,-16.0323016,72504-245,nao
-47.9971728,-16.0130783,72545-243,nao
-48.0190432,-16.0262336,72509-240,nao
-47.9911058,-16.0039782,72547-207,nao
-48.0254956,-16.0313042,72507-242,nao
-48.0267409,-16.0379094,72503-241,nao
-48.0275262,-16.02623,72507-400,nao
-48.0272613,-16.0335629,72504-230,nao
-47.9929172,-16.0110988,72546-237,nao
-48.0265735,-16.0345982,72504-241,nao
-48.0232785,-16.0365981,72550-007,nao
-47.9986549,-16.0061096,72545-220,nao
-48.0329523,-16.0286052,72505-209,nao
-48.0071859,-16.0103765,72542-225,nao
-48.0259801,-16.0330183,72504-244,nao
-48.0045942,-16.0144288,72542-504,nao
-47.9944799,-16.0052884,72546-226,nao
-48.0227897,-16.0198179,72509-204,nao
-47.9997121,-16.0141071,72543-242,nao
-48.0195592,-16.0185155,72510-228,nao
-47.9954411,-16.0054736,72546-224,nao
-48.0267403,-16.0358277,72503-247,nao
-48.0338779,-16.0308004,72505-203,nao
-47.9943677,-16.0123274,72546-243,nao
-48.0201696,-16.0262622,72509-234,nao
-48.0376457,-16.0442643,72500-421,nao
-47.9895618,-16.0000367,72548-400,nao
-48.0248404,-16.0211716,72509-201,nao
-48.0150643,-16.0157054,72535-100,nao
-48.0199834,-16.0179645,72510-206,nao
-48.0011236,-16.0136991,72543-235,nao
-48.0307255,-16.0250562,72507-201,nao
-48.0180794,-16.0245397,72510-233,nao
-47.9981064,-16.0061634,72545-222,nao
-48.0070943,-16.0093642,72542-201,nao
-48.0265999,-16.0364759,72503-245,nao
-48.0330979,-16.0288961,72505-208,nao
-47.9955646,-16.0128117,72545-248,nao
-48.0344974,-16.0372239,72503-204,nao
-47.9883882,-16.0034533,72548-212,nao
-48.0211639,-16.0195734,72510-223,nao
-47.9939631,-16.0083692,72546-306,nao
-48.0068397,-16.0100757,72542-227,nao
-47.9902439,-16.0115767,72547-242,nao
-47.991593,-16.0161505,72546-330,nao
-48.0348452,-16.0344843,72504-203,nao
-48.0225528,-16.0208237,72509-226,nao
-48.0345561,-16.0435036,72501-206,nao
-48.028887,-16.0238676,72507-207,nao
-47.9974862,-16.0121471,72545-232,nao
-48.02688,-16.0364747,72503-244,nao
-48.034448,-16.04546,72500-404,nao
-48.0368437,-16.031755,72504-103,nao
-48.0183959,-16.0260287,72509-245,nao
-47.987588,-16.0109992,72548-244,nao
-48.0253501,-16.0214873,72508-208,nao
-48.0232906,-16.0292457,72508-241,nao
-48.0050241,-16.015024,72542-245,nao
-48.0218047,-16.0199945,72510-221,nao
-48.0298644,-16.0245887,72507-205,nao
-47.9905405,-16.011406,72547-240,nao
-48.0007542,-16.0146416,72543-241,nao
-48.0339875,-16.0311456,72505-202,nao
-48.0348726,-16.0326607,72504-208,nao
-48.0004898,-16.0135729,72543-230,nao
-48.0174009,-16.0253646,72510-242,nao
-47.991253,-16.0117604,72547-241,nao
-48.0066996,-16.0092422,72542-202,nao
-48.0110708,-16.0161103,72537-550,nao
-48.0046132,-16.0151041,72542-246,nao
-48.0353712,-16.0285869,72505-105,nao
-47.997199,-16.0085819,72545-302,nao
-48.0242075,-16.0208907,72509-200,nao
-48.023639,-16.0202477,72509-203,nao
-47.9913619,-16.0040275,72547-206,nao
-48.0345018,-16.040474,72502-206,nao
-48.026881,-16.0372324,72503-242,nao
-47.9956684,-16.0125101,72545-247,nao
-47.996611,-16.0073771,72545-227,nao
-48.037889,-16.0439028,72500-400,nao
-48.019058,-16.0218978,72510-300,nao
-48.0310762,-16.0260101,72506-206,nao
-48.0210699,-16.0268445,72509-231,nao
-48.0344864,-16.0341199,72504-206,nao
-47.993054,-16.016023,72546-331,nao
-47.9926419,-16.0110485,72546-238,nao
-48.0178771,-16.0256825,72510-241,nao
-48.0267408,-16.0355389,72503-248,nao
-48.0344173,-16.0370575,72503-200,nao
-47.9969471,-16.0059981,72545-225,nao
-47.9852802,-16.017589,72548-830,nao
-48.034426,-16.0394818,72502-200,nao
-47.9939058,-16.0045241,72546-211,nao
-48.0073926,-16.0100896,72542-226,nao
-48.03003,-16.0249017,72507-204,nao
-47.9951234,-16.0080719,72546-303,nao
-48.0341934,-16.0320495,72504-213,nao
-48.0340987,-16.0314834,72505-201,nao
-47.9896934,-16.0114765,72547-244,nao
-48.0160174,-16.0182813,72535-090,nao
-47.9940599,-16.0078826,72546-305,nao
-47.9977947,-16.0060672,72545-223,nao
-48.0202372,-16.038848,72550-084,nao
-48.0345012,-16.0376302,72503-203,nao
-48.000788,-16.01354,72543-236,nao
-48.0257458,-16.0217433,72508-207,nao
-48.0266841,-16.022222,72508-204,nao
-48.0215188,-16.0198069,72510-222,nao
-48.0300848,-16.0481277,72500-121,nao
-48.0036781,-16.0073776,72543-205,nao
-48.0336166,-16.0453056,72500-108,nao
-48.1211856,-15.8414714,72235-603,nao
-47.9997466,-16.0049747,72545-101,nao
-48.000159,-16.0132301,72543-237,nao
-48.0218026,-16.0191661,72510-202,nao
-48.0222168,-16.028623,72508-244,nao
-48.0014598,-16.0138585,72543-234,nao
-48.019111,-16.0255622,72509-237,nao
-47.992464,-16.011981,72546-248,nao
-48.0035386,-16.0151744,72542-249,nao
-48.0204613,-16.0182802,72510-205,nao
-48.0044258,-16.0151645,72542-247,nao
-48.0164088,-16.0236246,72510-238,nao
-48.0213895,-16.0279987,72508-247,nao
-47.995222,-16.0053808,72546-220,nao
-48.0222807,-16.0194818,72510-201,nao
-48.0057114,-16.0094462,72542-230,nao
-48.0346451,-16.038964,72502-208,nao
-47.9892781,-16.0113203,72547-245,nao
-47.9967686,-16.0129093,72545-244,nao
-47.9960821,-16.0055972,72546-222,nao
-47.8025519,-15.6456248,73006-105,sim
-48.034853,-16.0350442,72504-201,nao
-48.0266029,-16.0372317,72503-243,nao
-48.0322842,-16.0277296,72506-201,nao
-48.0078615,-16.0105342,72542-221,nao
-48.0288762,-16.0304056,72504-304,nao
-48.0168588,-16.0251402,72510-243,nao
-47.9935885,-16.0110691,72546-234,nao
-48.0226569,-16.0288302,72508-243,nao
-47.9940466,-16.0122691,72546-244,nao
-48.0206413,-16.0275135,72509-241,nao
-47.9918197,-16.004115,72547-205,nao
-48.0064492,-16.0135797,72542-241,nao
-48.0039852,-16.0152651,72542-248,nao
-48.0334821,-16.0327868,72504-223,nao
